CCSP,CDCS,ADCS,CDWS,GL,NDCS,NRBCON,SL,ZSCS,EURUSD,USDCLP,USDCNY,USDPEN,USInflation,ChinaInflation
47224.0,5789.0,1767.4,315260.0,1512.42,17900.6,1.56,18.45,2333.25,1.1,714.99,7.13,3.35,1.7,3.0
47584.0,5824.95,1773.35,300570.0,1496.9,17698.6,1.62,17.89,2361.5,1.11,711.05,7.09,3.33,1.7,3.0
47446.0,5762.95,1762.0,287490.0,1512.83,17457.0,1.67,18.13,2317.6,1.1,718.5,7.1,3.35,1.7,3.0
47210.67,5707.4,1717.3,267625.0,1491.32,17361.3,1.62,17.49,2352.4,1.09,727.21,7.14,3.37,1.72,3.16
47173.33,5641.07,1716.6,280340.0,1501.7,17761.0,1.57,17.56,2330.2,1.1,719.7,7.15,3.38,1.8,3.8
47014.0,5738.05,1725.65,280675.0,1492.38,17365.3,1.61,17.56,2422.65,1.1,715.83,7.1,3.36,1.8,3.8
46994.0,5758.35,1722.6,271525.0,1488.87,16355.8,1.62,17.51,2485.6,1.11,717.41,7.08,3.35,1.8,3.8
47344.0,5884.7,1728.05,260440.0,1495.99,16743.7,1.67,17.8,2553.45,1.11,725.22,7.07,3.34,1.8,3.8
47216.0,5849.3,1787.9,257645.0,1503.02,16597.6,1.66,17.93,2564.75,1.11,741.6,7.03,3.34,1.98,4.22
47290.0,5893.75,1803.45,235995.0,1465.88,15982.5,1.62,17.01,2526.55,1.1,753.25,7.0,3.36,2.1,4.5
47055.0,5819.2,1747.15,222370.0,1469.21,14991.6,1.62,17.01,2405.8,1.1,786.42,7.02,3.38,2.1,4.5
47156.0,5852.3,1751.75,218450.0,1462.8,14465.7,1.68,17.02,2323.6,1.1,794.55,7.03,3.38,2.1,4.5
47372.0,5857.95,1783.4,209360.0,1462.64,13777.6,1.61,16.98,2279.95,1.1,810.87,7.04,3.39,2.18,4.5
47724.0,5959.0,1760.45,194240.0,1467.17,13272.6,1.64,16.72,2241.25,1.11,779.28,7.04,3.38,2.3,4.5
48914.0,6145.8,1757.52,171805.0,1474.37,13999.3,1.65,16.94,2264.3,1.11,763.54,7.0,3.36,2.3,4.5
48984.0,6166.5,1774.2,154590.0,1483.32,14187.7,1.71,17.28,2309.1,1.11,752.26,7.01,3.32,2.3,4.5
49300.0,6181.87,1792.92,147492.5,1511.9,14159.35,1.73,17.84,2295.5,1.12,749.01,6.99,3.31,2.3,4.5
48977.0,6133.15,1786.17,143642.5,1548.71,13910.95,1.72,18.07,2328.22,1.12,760.85,6.96,3.31,2.5,5.4
48806.0,6202.47,1776.25,133005.0,1552.84,13976.0,1.65,17.96,2393.25,1.11,768.32,6.91,3.32,2.5,5.4
48930.0,6222.5,1796.8,133445.0,1556.85,13860.1,1.64,17.95,2446.75,1.11,773.28,6.88,3.32,2.5,5.4
47592.0,5864.0,1768.7,189670.0,1568.33,12940.9,1.53,17.84,2322.85,1.1,779.11,6.93,3.32,2.5,5.4
45626.0,5566.05,1693.0,181045.0,1573.99,12634.3,1.48,17.72,2193.45,1.1,791.07,6.97,3.36,2.42,5.32
45520.0,5691.0,1696.8,172930.0,1566.47,12913.9,1.51,17.7,2166.3,1.09,786.94,6.98,3.38,2.3,5.2
45698.0,5762.6,1702.63,164375.0,1581.46,12980.5,1.59,17.75,2145.25,1.08,793.05,6.98,3.38,2.3,5.2
45870.0,5705.65,1684.9,163305.0,1633.6,12495.9,1.62,18.36,2068.9,1.08,804.89,7.02,3.39,2.3,5.2
45132.0,5637.65,1686.2,217530.0,1620.04,12419.8,1.47,17.24,2000.2,1.1,813.16,6.99,3.43,1.98,4.84
44510.0,5597.0,1686.25,198935.0,1662.2,12696.7,1.35,17.17,1968.35,1.13,828.16,6.94,3.47,1.5,4.3
43126.0,5359.55,1650.22,192185.0,1556.29,12000.8,0.86,14.56,1931.0,1.12,846.98,7.0,3.53,1.5,4.3
38476.0,4758.2,1566.8,229115.0,1526.43,11128.2,0.55,12.83,1824.65,1.08,859.74,7.08,3.54,1.5,4.3
38970.0,4823.33,1502.8,223680.0,1613.33,11272.1,0.56,14.26,1858.9,1.1,842.17,7.09,3.43,1.5,4.3
40007.0,4875.5,1449.4,218725.0,1624.89,11257.89,0.65,14.55,1883.65,1.08,858.91,7.08,3.42,0.3,3.3
41394.0,5032.34,1445.2,260040.0,1692.39,11629.67,0.69,15.37,1897.8,1.09,843.9,7.05,3.38,0.3,3.3
42194.0,5110.8,1465.67,263190.0,1699.1,11989.05,0.66,15.25,1926.75,1.09,854.14,7.08,3.4,0.3,3.3
42182.0,5145.9,1473.16,261035.0,1717.72,12126.25,0.65,15.16,1887.3,1.08,854.81,7.08,3.38,0.3,3.3
42992.0,5139.2,1452.29,251610.0,1699.96,11985.4,0.78,14.96,1915.54,1.09,834.13,7.06,3.38,0.18,2.76
43528.0,5221.05,1448.38,240785.0,1699.77,12262.0,0.92,15.31,2002.2,1.08,830.25,7.09,3.41,0.1,2.4
43444.0,5227.83,1447.25,267810.0,1732.4,12109.3,0.96,16.46,1992.4,1.08,820.28,7.1,3.44,0.1,2.4
44080.0,5332.36,1488.48,271910.0,1728.86,12401.15,1.04,17.21,1998.22,1.09,804.96,7.12,3.42,0.1,2.4
44470.0,5369.9,1513.99,260320.0,1724.05,12366.1,1.04,17.76,1978.09,1.11,799.04,7.13,3.43,0.3,2.44
45458.0,5622.97,1562.49,243775.0,1700.8,12849.4,1.18,17.6,2028.07,1.13,771.57,7.09,3.43,0.6,2.5
47060.0,5753.05,1574.67,239020.0,1729.07,12750.67,1.17,17.59,1986.33,1.13,784.62,7.08,3.45,0.6,2.5
47520.0,5821.35,1581.9,237280.0,1742.1,12721.6,1.27,17.6,2051.98,1.12,814.37,7.08,3.5,0.6,2.5
48600.0,5929.85,1576.9,221915.0,1769.47,12608.8,1.18,17.81,2039.1,1.12,817.52,7.08,3.52,0.6,2.5
49480.0,6093.05,1597.6,204815.0,1779.35,13065.35,1.25,18.08,2036.75,1.12,799.66,7.05,3.53,1.0,2.7
51386.0,6404.93,1647.99,180575.0,1804.27,13467.2,1.27,18.86,2176.52,1.13,788.24,7.0,3.5,1.0,2.7
51784.0,6462.24,1639.55,156195.0,1814.42,13341.6,1.25,19.82,2201.6,1.14,782.77,6.99,3.5,1.0,2.7
52094.0,6483.95,1667.55,140525.0,1911.68,13527.45,1.27,23.45,2224.73,1.17,768.74,7.0,3.52,1.0,2.7
51706.0,6458.75,1697.97,128215.0,1979.12,13842.4,1.21,24.5,2303.9,1.18,760.55,6.99,3.53,1.12,2.58
51114.0,6412.4,1741.43,118070.0,2015.11,14337.45,1.22,27.53,2393.0,1.18,787.21,6.95,3.55,1.3,2.4
50496.0,6421.5,1728.49,111835.0,1959.73,14346.69,1.26,26.88,2388.99,1.18,796.45,6.94,3.57,1.3,2.4
51922.0,6581.6,1740.39,101510.0,1934.87,14749.45,1.33,26.75,2451.6,1.18,786.91,6.92,3.58,1.3,2.4
51842.0,6673.02,1760.47,89840.0,1956.96,15309.9,1.29,27.51,2486.1,1.19,779.1,6.86,3.55,1.32,2.26
52198.0,6703.95,1751.41,81235.0,1933.34,15195.3,1.16,26.88,2462.4,1.18,773.03,6.84,3.54,1.4,1.7
52158.0,6762.2,1749.31,75675.0,1948.02,15017.7,1.11,26.96,2433.64,1.18,767.28,6.82,3.55,1.4,1.7
52090.0,6795.78,1745.25,78655.0,1933.06,14822.1,1.2,26.0,2482.1,1.18,767.13,6.77,3.53,1.4,1.7
51144.0,6564.28,1724.55,93335.0,1873.83,14340.35,1.21,23.32,2385.23,1.17,784.41,6.82,3.58,1.4,1.7
51375.71,6523.5,1730.15,161540.0,1896.06,14449.6,1.18,23.62,2331.17,1.17,791.47,6.76,3.6,1.24,0.74
51576.29,6704.35,1812.98,154050.0,1904.81,14894.55,1.2,24.39,2385.15,1.18,796.53,6.72,3.58,1.2,0.5
51610.0,6760.44,1837.82,178145.0,1904.04,15578.1,1.18,24.34,2443.15,1.17,793.81,6.7,3.59,1.2,0.5
52130.0,6855.28,1823.35,179675.0,1907.64,15761.35,1.14,24.6,2545.65,1.18,777.12,6.69,3.6,1.2,0.5
51584.0,6742.8,1843.2,171565.0,1884.97,15355.89,1.06,23.71,2527.95,1.17,768.89,6.7,3.61,1.2,0.1
51954.0,6884.55,1887.38,172770.0,1908.35,15543.29,1.13,24.62,2613.78,1.18,754.39,6.62,3.6,1.2,-0.5
52644.0,6977.56,1924.69,164790.0,1879.61,15880.55,1.15,24.47,2635.51,1.18,762.17,6.6,3.63,1.2,-0.5
53478.0,7169.9,1974.57,157585.0,1850.3,15952.3,1.19,23.86,2748.16,1.19,765.66,6.57,3.59,1.2,-0.5
56216.0,7483.0,1997.67,151140.0,1798.86,16170.75,1.26,23.19,2757.19,1.2,763.65,6.57,3.6,1.24,-0.36
57328.0,7691.95,2010.93,149685.0,1848.03,16173.71,1.26,24.26,2744.85,1.21,747.7,6.54,3.59,1.4,0.2
57620.0,7762.19,2024.22,146080.0,1838.77,17263.05,1.31,24.03,2803.42,1.21,736.47,6.54,3.59,1.4,0.2
58530.0,7846.47,2019.03,125365.0,1873.15,17198.9,1.37,25.68,2808.04,1.22,725.59,6.54,3.6,1.4,0.2
58332.0,7804.34,2008.5,116117.5,1876.39,16887.75,1.38,25.9,2788.87,1.22,713.83,6.53,3.61,1.4,0.2
58070.0,7777.33,1981.77,108925.0,1896.63,16608.83,1.41,26.43,2741.14,1.22,709.83,6.52,3.62,1.4,0.2
